product_id
3029
2867
2657
2444
2335
1900
1639
1411
1329
1134
918
868
849
849
789
753
719
517
400
370
349
317
309
289
231
225
216
173
156
124
123
116
111
104
104
95
94
93
91
90
88
82
81
78
74
68
65
58
55
53
48
45
39
31
31
30
28
27
27
26
19
19
14
12
10
10
9
5
5
2
1
